Problem:    TP
Rows:       3934
Columns:    5544 (5544 integer, 5544 binary)
  3540 X[12,13,8]   *              0             0             1 
  3541 X[13,13,8]   *              0             0             1 
  3542 X[14,13,8]   *              0             0             1 
  3543 X[1,13,9]    *              0             0             1 
  3544 X[2,13,9]    *              0             0             1 
  3545 X[3,13,9]    *              0             0             1 
  3546 X[4,13,9]    *              0             0             1 
  3547 X[5,13,9]    *              0             0             1 
  3548 X[6,13,9]    *              0             0             1 
  3549 X[7,13,9]    *              0             0             1 
  3550 X[8,13,9]    *              0             0             1 
  3551 X[9,13,9]    *              0             0             1 
  3552 X[10,13,9]   *              0             0             1 
  3553 X[11,13,9]   *              0             0             1 
  3554 X[12,13,9]   *              0             0             1 
  3555 X[13,13,9]   *              0             0             1 
  3556 X[14,13,9]   *              0             0             1 
  3557 X[1,13,10]   *              0             0             1 
  3558 X[2,13,10]   *              0             0             1 
  3559 X[3,13,10]   *              0             0             1 
  3560 X[4,13,10]   *              0             0             1 
  3561 X[5,13,10]   *              0             0             1 
  3562 X[6,13,10]   *              0             0             1 
  3563 X[7,13,10]   *              0             0             1 
  3564 X[8,13,10]   *              0             0             1 
  3565 X[9,13,10]   *              0             0             1 
  3566 X[10,13,10]  *              0             0             1 
  3567 X[11,13,10]  *              0             0             1 
  3568 X[12,13,10]  *              0             0             1 
  3569 X[13,13,10]  *              0             0             1 
  3570 X[14,13,10]  *              0             0             1 
  3571 X[1,13,11]   *              0             0             1 
  3572 X[2,13,11]   *              0             0             1 
  3573 X[3,13,11]   *              0             0             1 
  3574 X[4,13,11]   *              0             0             1 
  3575 X[5,13,11]   *              0             0             1 
  3576 X[6,13,11]   *              0             0             1 
  3577 X[7,13,11]   *              0             0             1 
  3578 X[8,13,11]   *              0             0             1 
  3579 X[9,13,11]   *              0             0             1 
  3580 X[10,13,11]  *              0             0             1 
  3581 X[11,13,11]  *              0             0             1 
  3582 X[12,13,11]  *              0             0             1 
  3583 X[13,13,11]  *              1             0             1 
  3584 X[14,13,11]  *              0             0             1 
  3585 X[1,13,12]   *              0             0             1 
  3586 X[2,13,12]   *              0             0             1 
  3587 X[3,13,12]   *              0             0             1 
  3588 X[4,13,12]   *              0             0             1 
  3589 X[5,13,12]   *              0             0             1 
  3590 X[6,13,12]   *              0             0             1 
  3591 X[7,13,12]   *              0             0             1 
  3592 X[8,13,12]   *              1             0             1 
  3593 X[9,13,12]   *              0             0             1 
  3594 X[10,13,12]  *              0             0             1 
  3595 X[11,13,12]  *              0             0             1 
  3596 X[12,13,12]  *              0             0             1 
  3597 X[13,13,12]  *              0             0             1 
  3598 X[14,13,12]  *              0             0             1 
  3599 X[1,13,13]   *              0             0             1 
  3600 X[2,13,13]   *              0             0             1 
  3601 X[3,13,13]   *              0             0             1 
  3602 X[4,13,13]   *              0             0             1 
  3603 X[5,13,13]   *              0             0             1 
  3604 X[6,13,13]   *              0             0             1 
  3605 X[7,13,13]   *              0             0             1 
  3606 X[8,13,13]   *              0             0             1 
  3607 X[9,13,13]   *              0             0             1 
  3608 X[10,13,13]  *              0             0             1 
  3609 X[11,13,13]  *              0             0             1 
  3610 X[12,13,13]  *              0             0             1 
  3611 X[13,13,13]  *              0             0             1 
  3612 X[14,13,13]  *              0             0             1 
  3613 X[1,13,14]   *              0             0             1 
  3614 X[2,13,14]   *              0             0             1 
  3615 X[3,13,14]   *              0             0             1 
  3616 X[4,13,14]   *              0             0             1 
  3617 X[5,13,14]   *              0             0             1 
  3618 X[6,13,14]   *              0             0             1 
  3619 X[7,13,14]   *              0             0             1 
  3620 X[8,13,14]   *              0             0             1 
  3621 X[9,13,14]   *              0             0             1 
  3622 X[10,13,14]  *              0             0             1 
  3623 X[11,13,14]  *              0             0             1 
  3624 X[12,13,14]  *              0             0             1 
  3625 X[13,13,14]  *              0             0             1 
  3626 X[14,13,14]  *              0             0             1 
  3627 X[1,13,15]   *              0             0             1 
  3628 X[2,13,15]   *              0             0             1 
  3629 X[3,13,15]   *              0             0             1 
  3630 X[4,13,15]   *              0             0             1 
  3631 X[5,13,15]   *              0             0             1 
  3632 X[6,13,15]   *              0             0             1 
  3633 X[7,13,15]   *              0             0             1 
  3634 X[8,13,15]   *              0             0             1 
  3635 X[9,13,15]   *              0             0             1 
  3636 X[10,13,15]  *              1             0             1 
  3637 X[11,13,15]  *              0             0             1 
  3638 X[12,13,15]  *              0             0             1 
  3639 X[13,13,15]  *              0             0             1 
  3640 X[14,13,15]  *              0             0             1 
  3641 X[1,13,16]   *              0             0             1 
  3642 X[2,13,16]   *              0             0             1 
  3643 X[3,13,16]   *              0             0             1 
  3644 X[4,13,16]   *              0             0             1 
  3645 X[5,13,16]   *              0             0             1 
  3646 X[6,13,16]   *              0             0             1 
  3647 X[7,13,16]   *              1             0             1 
  3648 X[8,13,16]   *              0             0             1 
  3649 X[9,13,16]   *              0             0             1 
  3650 X[10,13,16]  *              0             0             1 
  3651 X[11,13,16]  *              0             0             1 
  3652 X[12,13,16]  *              0             0             1 
  3653 X[13,13,16]  *              0             0             1 
  3654 X[14,13,16]  *              0             0             1 
  3655 X[1,13,17]   *              0             0             1 
  3656 X[2,13,17]   *              0             0             1 
  3657 X[3,13,17]   *              0             0             1 
  3658 X[4,13,17]   *              0             0             1 
  3659 X[5,13,17]   *              0             0             1 
  3660 X[6,13,17]   *              0             0             1 
  3661 X[7,13,17]   *              0             0             1 
  3662 X[8,13,17]   *              0             0             1 
  3663 X[9,13,17]   *              0             0             1 
  3664 X[10,13,17]  *              0             0             1 
  3665 X[11,13,17]  *              0             0             1 
  3666 X[12,13,17]  *              0             0             1 
  3667 X[13,13,17]  *              0             0             1 
  3668 X[14,13,17]  *              0             0             1 
  3669 X[1,13,18]   *              0             0             1 
  3670 X[2,13,18]   *              0             0             1 
  3671 X[3,13,18]   *              0             0             1 
  3672 X[4,13,18]   *              0             0             1 
  3673 X[5,13,18]   *              0             0             1 
  3674 X[6,13,18]   *              0             0             1 
  3675 X[7,13,18]   *              0             0             1 
  3676 X[8,13,18]   *              0             0             1 
  3677 X[9,13,18]   *              0             0             1 
  3678 X[10,13,18]  *              0             0             1 
  3679 X[11,13,18]  *              0             0             1 
  3680 X[12,13,18]  *              0             0             1 
  3681 X[13,13,18]  *              0             0             1 
  3682 X[14,13,18]  *              0             0             1 
  3683 X[1,13,19]   *              0             0             1 
  3684 X[2,13,19]   *              0             0             1 
  3685 X[3,13,19]   *              0             0             1 
  3686 X[4,13,19]   *              0             0             1 
  3687 X[5,13,19]   *              0             0             1 
  3688 X[6,13,19]   *              0             0             1 
  3689 X[7,13,19]   *              0             0             1 
  3690 X[8,13,19]   *              0             0             1 
  3691 X[9,13,19]   *              0             0             1 
  3692 X[10,13,19]  *              0             0             1 
  3693 X[11,13,19]  *              0             0             1 
  3694 X[12,13,19]  *              1             0             1 
  3695 X[13,13,19]  *              0             0             1 
  3696 X[14,13,19]  *              0             0             1 
  3697 X[1,13,20]   *              0             0             1 
  3698 X[2,13,20]   *              0             0             1 
  3699 X[3,13,20]   *              0             0             1 
  3700 X[4,13,20]   *              0             0             1 
  3701 X[5,13,20]   *              0             0             1 
  3702 X[6,13,20]   *              0             0             1 
  3703 X[7,13,20]   *              0             0             1 
  3704 X[8,13,20]   *              0             0             1 
  3705 X[9,13,20]   *              0             0             1 
  3706 X[10,13,20]  *              0             0             1 
  3707 X[11,13,20]  *              0             0             1 
  3708 X[12,13,20]  *              0             0             1 
  3709 X[13,13,20]  *              1             0             1 
  3710 X[14,13,20]  *              0             0             1 
  3711 X[1,14,1]    *              0             0             1 
  3712 X[2,14,1]    *              0             0             1 
  3713 X[3,14,1]    *              0             0             1 
  3714 X[4,14,1]    *              0             0             1 
  3715 X[5,14,1]    *              0             0             1 
  3716 X[6,14,1]    *              0             0             1 
  3717 X[7,14,1]    *              0             0             1 
  3718 X[8,14,1]    *              0             0             1 
  3719 X[9,14,1]    *              0             0             1 
  3720 X[10,14,1]   *              0             0             1 
  3721 X[11,14,1]   *              0             0             1 
  3722 X[12,14,1]   *              1             0             1 
  3723 X[13,14,1]   *              0             0             1 
  3724 X[14,14,1]   *              0             0             1 
  3725 X[1,14,2]    *              0             0             1 
  3726 X[2,14,2]    *              0             0             1 
  3727 X[3,14,2]    *              0             0             1 
  3728 X[4,14,2]    *              0             0             1 
  3729 X[5,14,2]    *              0             0             1 
  3730 X[6,14,2]    *              0             0             1 
  3731 X[7,14,2]    *              0             0             1 
  3732 X[8,14,2]    *              0             0             1 
  3733 X[9,14,2]    *              0             0             1 
  3734 X[10,14,2]   *              0             0             1 
  3735 X[11,14,2]   *              1             0             1 
  3736 X[12,14,2]   *              0             0             1 
  3737 X[13,14,2]   *              0             0             1 
  3738 X[14,14,2]   *              0             0             1 
  3739 X[1,14,3]    *              0             0             1 
  3740 X[2,14,3]    *              0             0             1 
  3741 X[3,14,3]    *              0             0             1 
  3742 X[4,14,3]    *              0             0             1 
  3743 X[5,14,3]    *              0             0             1 
  3744 X[6,14,3]    *              0             0             1 
  3745 X[7,14,3]    *              0             0             1 
  3746 X[8,14,3]    *              0             0             1 
  3747 X[9,14,3]    *              0             0             1 
  3748 X[10,14,3]   *              0             0             1 
  3749 X[11,14,3]   *              0             0             1 
  3750 X[12,14,3]   *              0             0             1 
  3751 X[13,14,3]   *              0             0             1 
  3752 X[14,14,3]   *              0             0             1 
  3753 X[1,14,4]    *              0             0             1 
  3754 X[2,14,4]    *              0             0             1 
  3755 X[3,14,4]    *              0             0             1 
  3756 X[4,14,4]    *              0             0             1 
  3757 X[5,14,4]    *              0             0             1 
  3758 X[6,14,4]    *              0             0             1 
  3759 X[7,14,4]    *              0             0             1 
  3760 X[8,14,4]    *              0             0             1 
  3761 X[9,14,4]    *              0             0             1 
  3762 X[10,14,4]   *              0             0             1 
  3763 X[11,14,4]   *              0             0             1 
  3764 X[12,14,4]   *              0             0             1 
  3765 X[13,14,4]   *              0             0             1 
  3766 X[14,14,4]   *              0             0             1 
  3767 X[1,14,5]    *              0             0             1 
  3768 X[2,14,5]    *              0             0             1 
  3769 X[3,14,5]    *              0             0             1 
  3770 X[4,14,5]    *              0             0             1 
  3771 X[5,14,5]    *              0             0             1 
  3772 X[6,14,5]    *              1             0             1 
  3773 X[7,14,5]    *              0             0             1 
  3774 X[8,14,5]    *              0             0             1 
  3775 X[9,14,5]    *              0             0             1 
  3776 X[10,14,5]   *              0             0             1 
  3777 X[11,14,5]   *              0             0             1 
  3778 X[12,14,5]   *              0             0             1 
  3779 X[13,14,5]   *              0             0             1 
  3780 X[14,14,5]   *              0             0             1 
  3781 X[1,14,6]    *              0             0             1 
  3782 X[2,14,6]    *              0             0             1 
  3783 X[3,14,6]    *              0             0             1 
  3784 X[4,14,6]    *              0             0             1 
  3785 X[5,14,6]    *              0             0             1 
  3786 X[6,14,6]    *              0             0             1 
  3787 X[7,14,6]    *              0             0             1 
  3788 X[8,14,6]    *              0             0             1 
  3789 X[9,14,6]    *              0             0             1 
  3790 X[10,14,6]   *              0             0             1 
  3791 X[11,14,6]   *              0             0             1 
  3792 X[12,14,6]   *              0             0             1 
  3793 X[13,14,6]   *              0             0             1 
  3794 X[14,14,6]   *              1             0             1 
  3795 X[1,14,7]    *              0             0             1 
  3796 X[2,14,7]    *              0             0             1 
  3797 X[3,14,7]    *              0             0             1 
  3798 X[4,14,7]    *              0             0             1 
  3799 X[5,14,7]    *              0             0             1 
  3800 X[6,14,7]    *              0             0             1 
  3801 X[7,14,7]    *              0             0             1 
  3802 X[8,14,7]    *              0             0             1 
  3803 X[9,14,7]    *              0             0             1 
  3804 X[10,14,7]   *              0             0             1 
  3805 X[11,14,7]   *              0             0             1 
  3806 X[12,14,7]   *              0             0             1 
  3807 X[13,14,7]   *              0             0             1 
  3808 X[14,14,7]   *              0             0             1 
  3809 X[1,14,8]    *              0             0             1 
  3810 X[2,14,8]    *              0             0             1 
  3811 X[3,14,8]    *              0             0             1 
  3812 X[4,14,8]    *              0             0             1 
  3813 X[5,14,8]    *              0             0             1 
  3814 X[6,14,8]    *              0             0             1 
  3815 X[7,14,8]    *              0             0             1 
  3816 X[8,14,8]    *              0             0             1 
  3817 X[9,14,8]    *              0             0             1 
  3818 X[10,14,8]   *              0             0             1 
  3819 X[11,14,8]   *              0             0             1 
  3820 X[12,14,8]   *              0             0             1 
  3821 X[13,14,8]   *              0             0             1 
  3822 X[14,14,8]   *              0             0             1 
  3823 X[1,14,9]    *              0             0             1 
  3824 X[2,14,9]    *              0             0             1 
  3825 X[3,14,9]    *              0             0             1 
  3826 X[4,14,9]    *              0             0             1 
  3827 X[5,14,9]    *              0             0             1 
  3828 X[6,14,9]    *              0             0             1 
  3829 X[7,14,9]    *              0             0             1 
  3830 X[8,14,9]    *              0             0             1 
  3831 X[9,14,9]    *              0             0             1 
  3832 X[10,14,9]   *              0             0             1 
  3833 X[11,14,9]   *              1             0             1 
  3834 X[12,14,9]   *              0             0             1 
  3835 X[13,14,9]   *              0             0             1 
  3836 X[14,14,9]   *              0             0             1 
  3837 X[1,14,10]   *              0             0             1 
  3838 X[2,14,10]   *              1             0             1 
  3839 X[3,14,10]   *              0             0             1 
  3840 X[4,14,10]   *              0             0             1 
  3841 X[5,14,10]   *              0             0             1 
  3842 X[6,14,10]   *              0             0             1 
  3843 X[7,14,10]   *              0             0             1 
  3844 X[8,14,10]   *              0             0             1 
  3845 X[9,14,10]   *              0             0             1 
  3846 X[10,14,10]  *              0             0             1 
  3847 X[11,14,10]  *              0             0             1 
  3848 X[12,14,10]  *              0             0             1 
  3849 X[13,14,10]  *              0             0             1 
  3850 X[14,14,10]  *              0             0             1 
  3851 X[1,14,11]   *              0             0             1 
  3852 X[2,14,11]   *              0             0             1 
  3853 X[3,14,11]   *              0             0             1 
  3854 X[4,14,11]   *              0             0             1 
  3855 X[5,14,11]   *              0             0             1 
  3856 X[6,14,11]   *              0             0             1 
  3857 X[7,14,11]   *              0             0             1 
  3858 X[8,14,11]   *              0             0             1 
  3859 X[9,14,11]   *              0             0             1 
  3860 X[10,14,11]  *              0             0             1 
  3861 X[11,14,11]  *              0             0             1 
  3862 X[12,14,11]  *              0             0             1 
  3863 X[13,14,11]  *              0             0             1 
  3864 X[14,14,11]  *              0             0             1 
  3865 X[1,14,12]   *              0             0             1 
  3866 X[2,14,12]   *              0             0             1 
  3867 X[3,14,12]   *              0             0             1 
  3868 X[4,14,12]   *              0             0             1 
  3869 X[5,14,12]   *              0             0             1 
  3870 X[6,14,12]   *              0             0             1 
  3871 X[7,14,12]   *              0             0             1 
  3872 X[8,14,12]   *              0             0             1 
  3873 X[9,14,12]   *              0             0             1 
  3874 X[10,14,12]  *              0             0             1 
  3875 X[11,14,12]  *              0             0             1 
  3876 X[12,14,12]  *              0             0             1 
  3877 X[13,14,12]  *              0             0             1 
  3878 X[14,14,12]  *              0             0             1 
  3879 X[1,14,13]   *              0             0             1 
  3880 X[2,14,13]   *              0             0             1 
  3881 X[3,14,13]   *              0             0             1 
  3882 X[4,14,13]   *              0             0             1 
  3883 X[5,14,13]   *              0             0             1 
  3884 X[6,14,13]   *              1             0             1 
  3885 X[7,14,13]   *              0             0             1 
  3886 X[8,14,13]   *              0             0             1 
  3887 X[9,14,13]   *              0             0             1 
  3888 X[10,14,13]  *              0             0             1 
  3889 X[11,14,13]  *              0             0             1 
  3890 X[12,14,13]  *              0             0             1 
  3891 X[13,14,13]  *              0             0             1 
  3892 X[14,14,13]  *              0             0             1 
  3893 X[1,14,14]   *              0             0             1 
  3894 X[2,14,14]   *              0             0             1 
  3895 X[3,14,14]   *              0             0             1 
  3896 X[4,14,14]   *              0             0             1 
  3897 X[5,14,14]   *              0             0             1 
  3898 X[6,14,14]   *              0             0             1 
  3899 X[7,14,14]   *              0             0             1 
  3900 X[8,14,14]   *              0             0             1 
  3901 X[9,14,14]   *              0             0             1 
  3902 X[10,14,14]  *              0             0             1 
  3903 X[11,14,14]  *              0             0             1 
  3904 X[12,14,14]  *              0             0             1 
  3905 X[13,14,14]  *              0             0             1 
  3906 X[14,14,14]  *              1             0             1 
  3907 X[1,14,15]   *              0             0             1 
  3908 X[2,14,15]   *              0             0             1 
  3909 X[3,14,15]   *              0             0             1 
  3910 X[4,14,15]   *              0             0             1 
  3911 X[5,14,15]   *              0             0             1 
  3912 X[6,14,15]   *              0             0             1 
  3913 X[7,14,15]   *              0             0             1 
  3914 X[8,14,15]   *              0             0             1 
  3915 X[9,14,15]   *              0             0             1 
  3916 X[10,14,15]  *              0             0             1 
  3917 X[11,14,15]  *              0             0             1 
  3918 X[12,14,15]  *              0             0             1 
  3919 X[13,14,15]  *              0             0             1 
  3920 X[14,14,15]  *              0             0             1 
  3921 X[1,14,16]   *              0             0             1 
  3922 X[2,14,16]   *              0             0             1 
  3923 X[3,14,16]   *              0             0             1 
  3924 X[4,14,16]   *              0             0             1 
  3925 X[5,14,16]   *              0             0             1 
  3926 X[6,14,16]   *              0             0             1 
  3927 X[7,14,16]   *              0             0             1 
  3928 X[8,14,16]   *              0             0             1 
  3929 X[9,14,16]   *              0             0             1 
  3930 X[10,14,16]  *              0             0             1 
  3931 X[11,14,16]  *              0             0             1 
  3932 X[12,14,16]  *              0             0             1 
  3933 X[13,14,16]  *              0             0             1 
  3934 X[14,14,16]  *              0             0             1 
  3935 X[1,14,17]   *              0             0             1 
  3936 X[2,14,17]   *              0             0             1 
  3937 X[3,14,17]   *              0             0             1 
  3938 X[4,14,17]   *              0             0             1 
  3939 X[5,14,17]   *              0             0             1 
  3940 X[6,14,17]   *              0             0             1 
  3941 X[7,14,17]   *              0             0             1 
  3942 X[8,14,17]   *              0             0             1 
  3943 X[9,14,17]   *              0             0             1 
  3944 X[10,14,17]  *              0             0             1 
  3945 X[11,14,17]  *              0             0             1 
  3946 X[12,14,17]  *              1             0             1 
  3947 X[13,14,17]  *              0             0             1 
  3948 X[14,14,17]  *              0             0             1 
  3949 X[1,14,18]   *              0             0             1 
  3950 X[2,14,18]   *              1             0             1 
  3951 X[3,14,18]   *              0             0             1 
  3952 X[4,14,18]   *              0             0             1 
  3953 X[5,14,18]   *              0             0             1 
  3954 X[6,14,18]   *              0             0             1 
  3955 X[7,14,18]   *              0             0             1 
  3956 X[8,14,18]   *              0             0             1 
  3957 X[9,14,18]   *              0             0             1 
  3958 X[10,14,18]  *              0             0             1 
  3959 X[11,14,18]  *              0             0             1 
  3960 X[12,14,18]  *              0             0             1 
  3961 X[13,14,18]  *              0             0             1 
  3962 X[14,14,18]  *              0             0             1 
  3963 X[1,14,19]   *              0             0             1 
  3964 X[2,14,19]   *              0             0             1 
  3965 X[3,14,19]   *              0             0             1 
  3966 X[4,14,19]   *              0             0             1 
  3967 X[5,14,19]   *              0             0             1 
  3968 X[6,14,19]   *              0             0             1 
  3969 X[7,14,19]   *              0             0             1 
  3970 X[8,14,19]   *              0             0             1 
  3971 X[9,14,19]   *              0             0             1 
  3972 X[10,14,19]  *              0             0             1 
  3973 X[11,14,19]  *              0             0             1 
  3974 X[12,14,19]  *              0             0             1 
  3975 X[13,14,19]  *              0             0             1 
  3976 X[14,14,19]  *              0             0             1 
  3977 X[1,14,20]   *              0             0             1 
  3978 X[2,14,20]   *              0             0             1 
  3979 X[3,14,20]   *              0             0             1 
  3980 X[4,14,20]   *              0             0             1 
  3981 X[5,14,20]   *              0             0             1 
  3982 X[6,14,20]   *              0             0             1 
  3983 X[7,14,20]   *              0             0             1 
  3984 X[8,14,20]   *              0             0             1 
  3985 X[9,14,20]   *              0             0             1 
  3986 X[10,14,20]  *              0             0             1 
  3987 X[11,14,20]  *              0             0             1 
  3988 X[12,14,20]  *              0             0             1 
  3989 X[13,14,20]  *              0             0             1 
  3990 X[14,14,20]  *              0             0             1 
  3991 Y[1,1,1]     *              1             0             1 
  3992 Y[1,1,2]     *              0             0             1 
  3993 Y[1,1,3]     *              1             0             1 
  3994 Y[1,1,4]     *              0             0             1 
  3995 Y[1,1,5]     *              0             0             1 
  3996 Y[2,1,1]     *              0             0             1 
  3997 Y[2,1,2]     *              0             0             1 
  3998 Y[2,1,3]     *              0             0             1 
  3999 Y[2,1,4]     *              0             0             1 
  4000 Y[2,1,5]     *              0             0             1 
  4001 Y[3,1,1]     *              0             0             1 
  4002 Y[3,1,2]     *              0             0             1 
  4003 Y[3,1,3]     *              0             0             1 
  4004 Y[3,1,4]     *              0             0             1 
  4005 Y[3,1,5]     *              0             0             1 
  4006 Y[4,1,1]     *              0             0             1 
  4007 Y[4,1,2]     *              0             0             1 
  4008 Y[4,1,3]     *              0             0             1 
  4009 Y[4,1,4]     *              0             0             1 
  4010 Y[4,1,5]     *              0             0             1 
  4011 Y[5,1,1]     *              0             0             1 
  4012 Y[5,1,2]     *              0             0             1 
  4013 Y[5,1,3]     *              0             0             1 
  4014 Y[5,1,4]     *              0             0             1 
  4015 Y[5,1,5]     *              0             0             1 
  4016 Y[6,1,1]     *              0             0             1 
  4017 Y[6,1,2]     *              0             0             1 
  4018 Y[6,1,3]     *              0             0             1 
  4019 Y[6,1,4]     *              0             0             1 
  4020 Y[6,1,5]     *              0             0             1 
  4021 Y[7,1,1]     *              0             0             1 
  4022 Y[7,1,2]     *              0             0             1 
  4023 Y[7,1,3]     *              0             0             1 
  4024 Y[7,1,4]     *              0             0             1 
  4025 Y[7,1,5]     *              0             0             1 
  4026 Y[8,1,1]     *              0             0             1 
  4027 Y[8,1,2]     *              0             0             1 
  4028 Y[8,1,3]     *              0             0             1 
  4029 Y[8,1,4]     *              0             0             1 
  4030 Y[8,1,5]     *              0             0             1 
  4031 Y[9,1,1]     *              0             0             1 
  4032 Y[9,1,2]     *              0             0             1 
  4033 Y[9,1,3]     *              0             0             1 
  4034 Y[9,1,4]     *              0             0             1 
  4035 Y[9,1,5]     *              0             0             1 
  4036 Y[10,1,1]    *              0             0             1 
  4037 Y[10,1,2]    *              0             0             1 
  4038 Y[10,1,3]    *              0             0             1 
  4039 Y[10,1,4]    *              0             0             1 
  4040 Y[10,1,5]    *              0             0             1 
  4041 Y[11,1,1]    *              0             0             1 
  4042 Y[11,1,2]    *              0             0             1 
  4043 Y[11,1,3]    *              0             0             1 
  4044 Y[11,1,4]    *              0             0             1 
  4045 Y[11,1,5]    *              0             0             1 
  4046 Y[12,1,1]    *              0             0             1 
  4047 Y[12,1,2]    *              0             0             1 
  4048 Y[12,1,3]    *              0             0             1 
  4049 Y[12,1,4]    *              0             0             1 
  4050 Y[12,1,5]    *              0             0             1 
  4051 Y[13,1,1]    *              0             0             1 
  4052 Y[13,1,2]    *              0             0             1 
  4053 Y[13,1,3]    *              0             0             1 
  4054 Y[13,1,4]    *              0             0             1 
  4055 Y[13,1,5]    *              0             0             1 
  4056 Y[14,1,1]    *              0             0             1 
  4057 Y[14,1,2]    *              0             0             1 
  4058 Y[14,1,3]    *              0             0             1 
  4059 Y[14,1,4]    *              0             0             1 
  4060 Y[14,1,5]    *              0             0             1 
  4061 Y[1,2,1]     *              0             0             1 
  4062 Y[1,2,2]     *              0             0             1 
  4063 Y[1,2,3]     *              0             0             1 
  4064 Y[1,2,4]     *              0             0             1 
  4065 Y[1,2,5]     *              0             0             1 
  4066 Y[2,2,1]     *              0             0             1 
  4067 Y[2,2,2]     *              0             0             1 
  4068 Y[2,2,3]     *              0             0             1 
  4069 Y[2,2,4]     *              0             0             1 
  4070 Y[2,2,5]     *              0             0             1 
  4071 Y[3,2,1]     *              1             0             1 
  4072 Y[3,2,2]     *              0             0             1 
  4073 Y[3,2,3]     *              1             0             1 
  4074 Y[3,2,4]     *              0             0             1 
  4075 Y[3,2,5]     *              0             0             1 
  4076 Y[4,2,1]     *              0             0             1 
  4077 Y[4,2,2]     *              0             0             1 
  4078 Y[4,2,3]     *              0             0             1 
  4079 Y[4,2,4]     *              0             0             1 
  4080 Y[4,2,5]     *              0             0             1 
  4081 Y[5,2,1]     *              0             0             1 
  4082 Y[5,2,2]     *              0             0             1 
  4083 Y[5,2,3]     *              0             0             1 
  4084 Y[5,2,4]     *              0             0             1 
  4085 Y[5,2,5]     *              0             0             1 
  4086 Y[6,2,1]     *              0             0             1 
  4087 Y[6,2,2]     *              0             0             1 
  4088 Y[6,2,3]     *              0             0             1 
  4089 Y[6,2,4]     *              0             0             1 
  4090 Y[6,2,5]     *              0             0             1 
  4091 Y[7,2,1]     *              0             0             1 
  4092 Y[7,2,2]     *              0             0             1 
  4093 Y[7,2,3]     *              0             0             1 
  4094 Y[7,2,4]     *              0             0             1 
  4095 Y[7,2,5]     *              0             0             1 
  4096 Y[8,2,1]     *              0             0             1 
  4097 Y[8,2,2]     *              0             0             1 
  4098 Y[8,2,3]     *              0             0             1 
  4099 Y[8,2,4]     *              0             0             1 
  4100 Y[8,2,5]     *              0             0             1 
  4101 Y[9,2,1]     *              0             0             1 
  4102 Y[9,2,2]     *              0             0             1 
  4103 Y[9,2,3]     *              0             0             1 
  4104 Y[9,2,4]     *              0             0             1 
  4105 Y[9,2,5]     *              0             0             1 
  4106 Y[10,2,1]    *              0             0             1 
  4107 Y[10,2,2]    *              0             0             1 
  4108 Y[10,2,3]    *              0             0             1 
  4109 Y[10,2,4]    *              0             0             1 
  4110 Y[10,2,5]    *              0             0             1 
  4111 Y[11,2,1]    *              0             0             1 
  4112 Y[11,2,2]    *              0             0             1 
  4113 Y[11,2,3]    *              0             0             1 
  4114 Y[11,2,4]    *              0             0             1 
  4115 Y[11,2,5]    *              0             0             1 
  4116 Y[12,2,1]    *              0             0             1 
  4117 Y[12,2,2]    *              0             0             1 
  4118 Y[12,2,3]    *              0             0             1 
  4119 Y[12,2,4]    *              0             0             1 
  4120 Y[12,2,5]    *              0             0             1 
  4121 Y[13,2,1]    *              0             0             1 
  4122 Y[13,2,2]    *              0             0             1 
  4123 Y[13,2,3]    *              0             0             1 
  4124 Y[13,2,4]    *              0             0             1 
  4125 Y[13,2,5]    *              0             0             1 
  4126 Y[14,2,1]    *              0             0             1 
  4127 Y[14,2,2]    *              0             0             1 
  4128 Y[14,2,3]    *              0             0             1 
  4129 Y[14,2,4]    *              0             0             1 
  4130 Y[14,2,5]    *              0             0             1 
  4131 Y[1,3,1]     *              0             0             1 
  4132 Y[1,3,2]     *              0             0             1 
  4133 Y[1,3,3]     *              0             0             1 
  4134 Y[1,3,4]     *              0             0             1 
  4135 Y[1,3,5]     *              0             0             1 
  4136 Y[2,3,1]     *              0             0             1 
  4137 Y[2,3,2]     *              0             0             1 
  4138 Y[2,3,3]     *              1             0             1 
  4139 Y[2,3,4]     *              0             0             1 
  4140 Y[2,3,5]     *              1             0             1 
  4141 Y[3,3,1]     *              0             0             1 
  4142 Y[3,3,2]     *              0             0             1 
  4143 Y[3,3,3]     *              0             0             1 
  4144 Y[3,3,4]     *              0             0             1 
  4145 Y[3,3,5]     *              0             0             1 
  4146 Y[4,3,1]     *              0             0             1 
  4147 Y[4,3,2]     *              0             0             1 
  4148 Y[4,3,3]     *              0             0             1 
  4149 Y[4,3,4]     *              0             0             1 
  4150 Y[4,3,5]     *              0             0             1 
  4151 Y[5,3,1]     *              0             0             1 
  4152 Y[5,3,2]     *              0             0             1 
  4153 Y[5,3,3]     *              0             0             1 
  4154 Y[5,3,4]     *              0             0             1 
  4155 Y[5,3,5]     *              0             0             1 
  4156 Y[6,3,1]     *              0             0             1 
  4157 Y[6,3,2]     *              0             0             1 
  4158 Y[6,3,3]     *              0             0             1 
  4159 Y[6,3,4]     *              0             0             1 
  4160 Y[6,3,5]     *              0             0             1 
  4161 Y[7,3,1]     *              0             0             1 
  4162 Y[7,3,2]     *              0             0             1 
  4163 Y[7,3,3]     *              0             0             1 
  4164 Y[7,3,4]     *              0             0             1 
  4165 Y[7,3,5]     *              0             0             1 
